user_id,gender,purchase_frequent,redeem_frequent,total_frequent,purchase_amount,redeem_amount,final_balance
19941,1,0.000000,0.000000,0.000000,0,0,0
21734,0,0.000000,0.000000,0.000000,0,0,0
9702,0,0.000000,0.002342,0.002342,0,29645,135
24288,1,0.009368,0.007026,0.016393,9954,9865,89
4514,0,0.000000,0.000000,0.000000,0,0,0
13709,0,0.021077,0.016393,0.037471,430715,288083,0
22554,1,0.000000,0.000000,0.000000,0,0,0
3022,1,0.000000,0.000000,0.000000,0,0,0
15581,0,0.011710,0.009368,0.021077,687809,25045,1004109
28304,0,0.002342,0.004684,0.007026,4092828,8481546,774762
17126,0,0.007026,0.011710,0.018735,21751,231636,142530
22299,0,0.021077,0.081967,0.103044,9451717,5910058,4299381
10445,1,0.002342,0.018735,0.021077,20216,35113,50
20178,1,0.002342,0.021077,0.023419,147791,977381,2180
10830,1,0.039813,0.046838,0.086651,5408862,6872695,4925
21096,0,0.000000,0.000000,0.000000,0,0,0
18853,0,0.000000,0.000000,0.000000,0,0,0
5136,1,0.002342,0.002342,0.004684,999,80,0
15578,0,0.000000,0.000000,0.000000,0,0,0
24403,0,0.023419,0.091335,0.114754,5354984,4086234,1348602
9581,1,0.002342,0.002342,0.004684,6947,6916,103
15652,1,0.000000,0.000000,0.000000,0,0,0
2677,0,0.000000,0.002342,0.002342,0,19527,483
17576,0,0.000000,0.000000,0.000000,0,0,0
17413,1,0.000000,0.000000,0.000000,0,0,0
17522,0,0.016393,0.011710,0.028103,1699712,168649,346548
10920,1,0.002342,0.002342,0.004684,10177,9940,0
12446,1,0.009368,0.004684,0.014052,2780027,1832032,0
8904,1,0.000000,0.002342,0.002342,0,506209,4317
9762,0,0.000000,0.000000,0.000000,0,0,0
11241,1,0.000000,0.000000,0.000000,0,0,0
13079,1,0.000000,0.000000,0.000000,0,0,0
19349,0,0.030445,0.002342,0.032787,6021025,13900,6081529
7555,0,0.000000,0.000000,0.000000,0,0,0
14831,1,0.007026,0.065574,0.072600,1859707,2024858,743519
12664,0,0.000000,0.000000,0.000000,0,0,0
16299,0,0.000000,0.000000,0.000000,0,0,0
1951,0,0.000000,0.000000,0.000000,0,0,0
28170,1,0.000000,0.000000,0.000000,0,0,0
25479,1,0.000000,0.000000,0.000000,0,0,0
1463,1,0.030445,0.077283,0.107728,5084798,20149586,756811
5890,1,0.000000,0.004684,0.004684,0,199841,5341
24624,1,0.000000,0.000000,0.000000,0,0,0
10021,1,0.058548,0.236534,0.295082,10308902,4021700,15309665
20363,0,0.000000,0.016393,0.016393,0,100094,2472
19813,1,0.009368,0.072600,0.081967,268207,443571,236
24913,1,0.000000,0.000000,0.000000,0,0,0
10668,1,0.002342,0.000000,0.002342,536249,0,0
14896,0,0.000000,0.000000,0.000000,0,0,0
28032,1,0.009368,0.018735,0.028103,47580,94941,738
19023,1,0.000000,0.000000,0.000000,0,0,0
26678,1,0.000000,0.000000,0.000000,0,0,0
19844,0,0.000000,0.000000,0.000000,0,0,0
8086,0,0.002342,0.004684,0.007026,792,446,346
10761,1,0.009368,0.063232,0.072600,154255,245158,3330
12236,0,0.000000,0.000000,0.000000,0,0,0
19084,1,0.000000,0.000000,0.000000,0,0,0
2286,0,0.000000,0.002342,0.002342,0,19770,0
6699,1,0.007026,0.000000,0.007026,3022753,0,4098673
11055,1,0.000000,0.002342,0.002342,0,1000,23
3168,1,0.025761,0.014052,0.039813,4960816,4995904,7771
1582,1,0.000000,0.000000,0.000000,0,0,0
14942,1,0.002342,0.009368,0.011710,21939,21835,148
13614,0,0.009368,0.018735,0.028103,403360,619050,0
1975,1,0.000000,0.000000,0.000000,0,0,0
25468,1,0.009368,0.025761,0.035129,81246,108448,0
6691,0,0.004684,0.009368,0.014052,21959,20065,3082
19213,1,0.000000,0.000000,0.000000,0,0,0
20236,0,0.000000,0.000000,0.000000,0,0,0
20511,0,0.009368,0.051522,0.060890,1576172,3269578,0
13342,1,0.004684,0.009368,0.014052,20018,21687,219
1611,1,0.000000,0.000000,0.000000,0,0,0
14216,0,0.016393,0.140515,0.156909,27437462,46419146,1400580
20220,1,0.016393,0.037471,0.053864,20055250,9113553,16505248
349,1,0.000000,0.000000,0.000000,0,0,0
7372,0,0.007026,0.007026,0.014052,102575,32149,0
9117,1,0.023419,0.030445,0.053864,7957194,12889088,0
13599,0,0.000000,0.000000,0.000000,0,0,0
25072,1,0.007026,0.049180,0.056206,110941,757774,0
18624,1,0.000000,0.000000,0.000000,0,0,0
19514,0,0.021077,0.009368,0.030445,1238304,70097,1194947
19521,0,0.000000,0.000000,0.000000,0,0,0
11313,0,0.004684,0.000000,0.004684,112024,0,110472
23242,0,0.000000,0.000000,0.000000,0,0,0
787,0,0.000000,0.000000,0.000000,0,0,0
26886,1,0.002342,0.009368,0.011710,10159,70037,952
10616,0,0.000000,0.000000,0.000000,0,0,0
27948,1,0.000000,0.000000,0.000000,0,0,0
962,1,0.000000,0.000000,0.000000,0,0,0
17788,0,0.035129,0.035129,0.070258,3524489,3680307,4346
3623,1,0.009368,0.002342,0.011710,1000093,9683,1167317
9223,1,0.000000,0.000000,0.000000,0,0,0
10410,1,0.000000,0.000000,0.000000,0,0,0
13919,0,0.000000,0.000000,0.000000,0,0,0
23470,0,0.000000,0.000000,0.000000,0,0,0
27016,1,0.014052,0.035129,0.049180,2701782,3427836,3015157
12517,0,0.000000,0.000000,0.000000,0,0,0
20928,0,0.014052,0.014052,0.028103,1085572,81269,1002316
12389,1,0.000000,0.000000,0.000000,0,0,0
24666,0,0.002342,0.000000,0.002342,1573,0,1573
3487,1,0.018735,0.110070,0.128806,123023,505736,209733
13321,0,0.000000,0.000000,0.000000,0,0,0
15287,1,0.000000,0.000000,0.000000,0,0,0
10129,0,0.000000,0.000000,0.000000,0,0,0
21591,1,0.053864,0.126464,0.180328,1965517,2004817,621120
848,1,0.000000,0.000000,0.000000,0,0,0
10104,1,0.000000,0.002342,0.002342,0,4997,0
1746,0,0.000000,0.000000,0.000000,0,0,0
27293,0,0.000000,0.000000,0.000000,0,0,0
17090,1,0.007026,0.053864,0.060890,3026813,1549324,1544018
4091,0,0.000000,0.000000,0.000000,0,0,0
3605,0,0.000000,0.000000,0.000000,0,0,0
10068,1,0.058548,0.079625,0.138173,4751307,4900973,750490
18249,1,0.000000,0.000000,0.000000,0,0,0
23731,1,0.007026,0.007026,0.014052,15554359,11137484,5045027
9552,0,0.000000,0.000000,0.000000,0,0,0
7290,1,0.002342,0.007026,0.009368,19620,358910,0
27523,0,0.000000,0.000000,0.000000,0,0,0
3199,1,0.000000,0.000000,0.000000,0,0,0
11595,0,0.002342,0.004684,0.007026,12896,13790,128
26896,1,0.000000,0.000000,0.000000,0,0,0
7475,0,0.000000,0.000000,0.000000,0,0,0
20453,1,0.002342,0.018735,0.021077,490722,267864,25680
27807,1,0.016393,0.098361,0.114754,10450933,14542379,730504
22528,1,0.007026,0.032787,0.039813,41205,77223,974
25946,0,0.000000,0.000000,0.000000,0,0,0
13667,1,0.021077,0.044496,0.065574,5414720,3294770,1047863
15669,0,0.058548,0.007026,0.065574,30472588,14757558,16444616
15843,0,0.000000,0.000000,0.000000,0,0,0
20324,1,0.002342,0.000000,0.002342,494342,0,0
14181,0,0.000000,0.000000,0.000000,0,0,0
16338,0,0.023419,0.046838,0.070258,309165,351655,507094
9735,0,0.000000,0.000000,0.000000,0,0,0
10342,1,0.007026,0.002342,0.009368,382201,9950,22637
25808,0,0.037471,0.014052,0.051522,3269037,411602,2911743
25812,1,0.007026,0.182670,0.189696,1020392,809553,1979616
16974,0,0.032787,0.028103,0.060890,10663649,1429637,1139172
15435,1,0.000000,0.000000,0.000000,0,0,0
15830,1,0.000000,0.000000,0.000000,0,0,0
17511,0,0.000000,0.000000,0.000000,0,0,0
20486,1,0.000000,0.000000,0.000000,0,0,0
3861,1,0.000000,0.000000,0.000000,0,0,0
1759,1,0.007026,0.004684,0.011710,436972,409535,0
4688,0,0.011710,0.053864,0.065574,366648,390655,6359
24408,0,0.000000,0.000000,0.000000,0,0,0
1608,1,0.000000,0.000000,0.000000,0,0,0
26769,1,0.000000,0.000000,0.000000,0,0,0
7500,1,0.009368,0.018735,0.028103,867243,655576,213556
20618,1,0.000000,0.000000,0.000000,0,0,0
57,0,0.000000,0.000000,0.000000,0,0,0
11297,1,0.000000,0.000000,0.000000,0,0,0
17904,0,0.000000,0.000000,0.000000,0,0,0
9283,0,0.000000,0.000000,0.000000,0,0,0
20043,0,0.011710,0.091335,0.103044,1123140,1918743,236198
20396,0,0.000000,0.000000,0.000000,0,0,0
27314,1,0.000000,0.007026,0.007026,0,2596,51
2939,1,0.000000,0.000000,0.000000,0,0,0
2283,1,0.028103,0.018735,0.046838,49406,36298,42777
10816,1,0.000000,0.002342,0.002342,0,8958,76
8818,0,0.000000,0.000000,0.000000,0,0,0
2755,1,0.000000,0.000000,0.000000,0,0,0
25672,0,0.016393,0.016393,0.032787,420160,277485,143228
13381,1,0.000000,0.000000,0.000000,0,0,0
25605,1,0.000000,0.000000,0.000000,0,0,0
2259,1,0.011710,0.023419,0.035129,220550,230187,1064
24223,1,0.004684,0.009368,0.014052,20018,19404,629
2407,0,0.000000,0.000000,0.000000,0,0,0
14652,1,0.110070,0.173302,0.283372,14874391,20473710,8778
589,1,0.000000,0.007026,0.007026,0,481652,3194
14329,1,0.014052,0.004684,0.018735,4465148,526047,735675
10717,1,0.000000,0.000000,0.000000,0,0,0
25674,1,0.000000,0.000000,0.000000,0,0,0
19683,0,0.000000,0.002342,0.002342,0,119311,2113
21479,1,0.000000,0.000000,0.000000,0,0,0
13225,0,0.000000,0.000000,0.000000,0,0,0
17213,1,0.000000,0.000000,0.000000,0,0,0
15605,1,0.000000,0.000000,0.000000,0,0,0
17688,0,0.000000,0.000000,0.000000,0,0,0
11833,1,0.000000,0.000000,0.000000,0,0,0
13234,0,0.000000,0.000000,0.000000,0,0,0
7040,1,0.000000,0.000000,0.000000,0,0,0
24955,1,0.000000,0.000000,0.000000,0,0,0
6987,0,0.051522,0.046838,0.098361,7899177,7329183,1044648
10425,1,0.007026,0.002342,0.009368,10065,9895,178
21832,0,0.063232,0.126464,0.189696,17477876,26388560,4644095
28093,1,0.000000,0.000000,0.000000,0,0,0
27286,0,0.025761,0.070258,0.096019,4871357,4799100,1421671
13946,1,0.004684,0.025761,0.030445,157111,139513,0
23471,1,0.002342,0.014052,0.016393,19949,19240,832
26393,1,0.000000,0.000000,0.000000,0,0,0
23874,1,0.002342,0.002342,0.004684,295,293,2
7274,0,0.000000,0.002342,0.002342,0,19626,593
27327,0,0.000000,0.000000,0.000000,0,0,0
7471,0,0.002342,0.000000,0.002342,254,0,0
21299,0,0.000000,0.000000,0.000000,0,0,0
26724,0,0.000000,0.000000,0.000000,0,0,0
9336,1,0.000000,0.000000,0.000000,0,0,0
6294,1,0.030445,0.058548,0.088993,1462824,5676624,0
5744,0,0.000000,0.000000,0.000000,0,0,0
7396,0,0.000000,0.000000,0.000000,0,0,0
1667,0,0.000000,0.000000,0.000000,0,0,0
11864,0,0.000000,0.000000,0.000000,0,0,0
16562,1,0.002342,0.002342,0.004684,101345,100198,1367
4766,0,0.002342,0.018735,0.021077,409527,526354,11941
15425,1,0.000000,0.000000,0.000000,0,0,0
19325,0,0.039813,0.138173,0.177986,866398,1334454,2439
28135,0,0.009368,0.011710,0.021077,63314,33309,30426
26278,1,0.000000,0.011710,0.011710,0,9800,34
4675,1,0.032787,0.060890,0.093677,10393971,11951468,40688
9707,1,0.000000,0.000000,0.000000,0,0,0
5872,0,0.000000,0.004684,0.004684,0,6265,0
2722,1,0.000000,0.000000,0.000000,0,0,0
3968,0,0.000000,0.000000,0.000000,0,0,0
19020,0,0.014052,0.009368,0.023419,2604030,2600259,29622
4570,0,0.011710,0.023419,0.035129,743868,679297,645313
28240,1,0.000000,0.000000,0.000000,0,0,0
2902,1,0.042155,0.131148,0.173302,7272942,6917975,1693763
15325,1,0.002342,0.016393,0.018735,149138,249561,1121
26489,1,0.000000,0.000000,0.000000,0,0,0
21447,1,0.002342,0.000000,0.002342,612,0,612
15942,1,0.042155,0.039813,0.081967,18202432,18520345,1990008
23380,1,0.000000,0.002342,0.002342,0,2200,2
588,0,0.009368,0.000000,0.009368,498503,0,503200
16025,1,0.018735,0.030445,0.049180,5238373,2602186,2798983
18235,0,0.000000,0.000000,0.000000,0,0,0
23654,1,0.000000,0.000000,0.000000,0,0,0
26827,0,0.000000,0.002342,0.002342,0,13120,0
12164,0,0.000000,0.000000,0.000000,0,0,0
17466,1,0.000000,0.000000,0.000000,0,0,0
19270,1,0.000000,0.000000,0.000000,0,0,0
25495,0,0.000000,0.000000,0.000000,0,0,0
13255,0,0.002342,0.000000,0.002342,9887,0,10082
16694,0,0.000000,0.000000,0.000000,0,0,0
3930,0,0.000000,0.000000,0.000000,0,0,0
912,0,0.000000,0.000000,0.000000,0,0,0
3775,0,0.014052,0.044496,0.058548,3068571,4069645,3632
18504,1,0.000000,0.000000,0.000000,0,0,0
18737,1,0.000000,0.000000,0.000000,0,0,0
4567,1,0.002342,0.004684,0.007026,20177,14890,6176
23967,1,0.025761,0.156909,0.182670,2117521,2874996,887684
24900,1,0.002342,0.004684,0.007026,98,197,3
7762,0,0.000000,0.000000,0.000000,0,0,0
19893,1,0.016393,0.063232,0.079625,536641,683051,514790
4483,0,0.009368,0.014052,0.023419,5289013,348931,4947666
25178,1,0.000000,0.000000,0.000000,0,0,0
7088,1,0.000000,0.000000,0.000000,0,0,0
14855,0,0.016393,0.060890,0.077283,1477167,2695446,906960
18378,1,0.000000,0.000000,0.000000,0,0,0
16566,1,0.000000,0.000000,0.000000,0,0,0
15118,0,0.000000,0.000000,0.000000,0,0,0
22974,1,0.007026,0.000000,0.007026,8079515,0,11033546
4116,0,0.000000,0.002342,0.002342,0,1673692,29420
16005,0,0.000000,0.000000,0.000000,0,0,0
21650,1,0.000000,0.000000,0.000000,0,0,0
17539,1,0.002342,0.002342,0.004684,496,490,6
19748,0,0.053864,0.053864,0.107728,26100048,18285796,12642423
2626,0,0.000000,0.000000,0.000000,0,0,0
26916,1,0.002342,0.002342,0.004684,100,98,2
6653,0,0.011710,0.000000,0.011710,20807240,0,21310679
20558,1,0.011710,0.004684,0.016393,6968813,2013737,5022312
7687,0,0.000000,0.000000,0.000000,0,0,0
25703,1,0.000000,0.000000,0.000000,0,0,0
7559,0,0.000000,0.000000,0.000000,0,0,0
2342,0,0.014052,0.032787,0.046838,64066,88501,0
13306,1,0.004684,0.004684,0.009368,707,698,9
11120,1,0.000000,0.000000,0.000000,0,0,0
18257,1,0.004684,0.014052,0.018735,46113,60089,5851
8538,1,0.000000,0.000000,0.000000,0,0,0
15952,0,0.000000,0.000000,0.000000,0,0,0
27258,0,0.000000,0.000000,0.000000,0,0,0
4219,1,0.002342,0.002342,0.004684,3064,2986,78
17767,1,0.081967,0.128806,0.210773,12597223,11684781,4816976
21466,0,0.002342,0.030445,0.032787,509328,322955,186247
26877,1,0.002342,0.004684,0.007026,200450,208025,2875
4185,0,0.000000,0.000000,0.000000,0,0,0
2153,1,0.000000,0.000000,0.000000,0,0,0
12906,1,0.000000,0.000000,0.000000,0,0,0
16737,1,0.044496,0.028103,0.072600,15608057,746973,15683784
702,0,0.000000,0.000000,0.000000,0,0,0
1435,1,0.000000,0.000000,0.000000,0,0,0
1089,1,0.023419,0.117096,0.140515,752156,1145922,161188
16452,1,0.014052,0.032787,0.046838,6016195,8406578,1797893
20080,1,0.000000,0.000000,0.000000,0,0,0
5468,0,0.023419,0.103044,0.126464,452623,568910,1750
5598,0,0.000000,0.000000,0.000000,0,0,0
13447,1,0.004684,0.028103,0.032787,1417000,484351,103697
25188,1,0.002342,0.004684,0.007026,30627,60000,404
11071,1,0.000000,0.037471,0.037471,0,1505274,5542
6307,0,0.000000,0.000000,0.000000,0,0,0
22212,0,0.000000,0.000000,0.000000,0,0,0
10764,0,0.000000,0.000000,0.000000,0,0,0
17548,0,0.000000,0.000000,0.000000,0,0,0
19900,1,0.000000,0.000000,0.000000,0,0,0
20310,0,0.000000,0.000000,0.000000,0,0,0
20510,1,0.000000,0.000000,0.000000,0,0,200
21009,0,0.004684,0.046838,0.051522,102866,303885,20164
11353,0,0.004684,0.000000,0.004684,1007433,0,2065708
15070,1,0.002342,0.018735,0.021077,122156,120681,2143
22945,0,0.021077,0.032787,0.053864,1724603,4157176,5125412
18503,0,0.000000,0.000000,0.000000,0,0,0
20355,0,0.011710,0.035129,0.046838,31674,77792,99859
3088,1,0.000000,0.000000,0.000000,0,0,0
9299,1,0.000000,0.004684,0.004684,0,35000,18
14104,1,0.000000,0.000000,0.000000,0,0,0
17638,0,0.000000,0.000000,0.000000,0,0,0
26835,0,0.000000,0.000000,0.000000,0,0,0
4247,1,0.000000,0.018735,0.018735,0,1500,620
19723,0,0.002342,0.002342,0.004684,97,100,0
24999,0,0.000000,0.000000,0.000000,0,0,0
26982,1,0.000000,0.000000,0.000000,0,0,0
22977,1,0.002342,0.007026,0.009368,25606,29995,543
24942,0,0.000000,0.000000,0.000000,0,0,0
10249,1,0.002342,0.002342,0.004684,15349,14901,448
16862,0,0.009368,0.032787,0.042155,7414851,9016141,5725823
10875,1,0.000000,0.000000,0.000000,0,0,0
12057,1,0.000000,0.002342,0.002342,0,419,0
1323,0,0.004684,0.063232,0.067916,539570,2862637,323599
13963,0,0.002342,0.025761,0.028103,97724,95557,2054
16920,1,0.002342,0.000000,0.002342,298,0,298
20970,0,0.000000,0.000000,0.000000,0,0,0
4066,1,0.051522,0.128806,0.180328,7995320,7262204,2603632
8114,1,0.000000,0.000000,0.000000,0,0,0
1225,1,0.000000,0.000000,0.000000,0,0,0
9137,0,0.000000,0.000000,0.000000,0,0,0
14632,0,0.000000,0.000000,0.000000,0,0,0
5337,1,0.000000,0.000000,0.000000,0,0,0
14327,0,0.070258,0.119438,0.189696,20643761,23224065,1033803
13833,1,0.000000,0.000000,0.000000,0,0,0
20326,1,0.016393,0.042155,0.058548,31394,31900,123
4171,0,0.011710,0.035129,0.046838,73574,72822,31906
1806,1,0.004684,0.000000,0.004684,100861,0,101004
20351,0,0.004684,0.000000,0.004684,1978691,0,0
22107,1,0.030445,0.035129,0.065574,2902409,4829897,50445
4917,0,0.009368,0.030445,0.039813,6827214,10202772,89
25563,1,0.002342,0.023419,0.025761,161852,464145,4994
798,0,0.002342,0.009368,0.011710,2863,6669,1194
4686,1,0.044496,0.088993,0.133489,23794985,35325454,385388
11444,0,0.002342,0.004684,0.007026,715,20748,277
13566,1,0.004684,0.002342,0.007026,368524,372790,0
237,1,0.007026,0.018735,0.025761,498205,636148,334
19495,1,0.000000,0.000000,0.000000,0,0,0
11494,1,0.037471,0.145199,0.182670,37364557,43219968,6973957
6439,0,0.016393,0.093677,0.110070,1814310,3126996,3219104
19510,0,0.000000,0.000000,0.000000,0,0,0
15985,0,0.007026,0.014052,0.021077,127336603,103337355,0
21705,0,0.007026,0.011710,0.018735,10193,19682,101
12904,0,0.002342,0.009368,0.011710,391032,385950,5947
15892,0,0.000000,0.002342,0.002342,0,15600,237
22466,1,0.000000,0.000000,0.000000,0,0,0
3457,1,0.000000,0.000000,0.000000,0,0,0
16250,1,0.000000,0.004684,0.004684,0,69302,536
27939,0,0.002342,0.021077,0.023419,2571,26081,39
15392,1,0.000000,0.000000,0.000000,0,0,0
6018,0,0.011710,0.035129,0.046838,8051292,8488636,253012
6133,0,0.000000,0.000000,0.000000,0,0,1779337
766,1,0.114754,0.327869,0.442623,8243093,5667753,13916925
13289,1,0.016393,0.004684,0.021077,9769564,8999221,935237
26895,0,0.000000,0.000000,0.000000,0,0,0
363,0,0.000000,0.000000,0.000000,0,0,0
25089,1,0.000000,0.000000,0.000000,0,0,0
26933,1,0.007026,0.140515,0.147541,89948,3682861,466
13385,0,0.000000,0.000000,0.000000,0,0,0
16605,0,0.000000,0.000000,0.000000,0,0,0
5403,0,0.000000,0.000000,0.000000,0,0,0
13002,1,0.000000,0.000000,0.000000,0,0,0
16669,0,0.000000,0.000000,0.000000,0,0,0
21284,0,0.004684,0.007026,0.011710,19657,30215,0
24590,1,0.002342,0.000000,0.002342,984,0,984
25310,0,0.000000,0.000000,0.000000,0,0,0
12831,0,0.004684,0.000000,0.004684,2007114,0,2051288
18811,0,0.002342,0.002342,0.004684,289406,945,0
19405,0,0.000000,0.000000,0.000000,0,0,0
8120,1,0.004684,0.011710,0.016393,52018,142302,605
6215,1,0.002342,0.004684,0.007026,50298,50000,298
25246,0,0.002342,0.000000,0.002342,49040,0,0
4677,0,0.000000,0.004684,0.004684,0,35592,0
9397,0,0.002342,0.000000,0.002342,498,0,0
13181,0,0.000000,0.000000,0.000000,0,0,0
26707,1,0.007026,0.011710,0.018735,1516178,54444,4112650
444,0,0.000000,0.000000,0.000000,0,0,0
10002,0,0.002342,0.000000,0.002342,9778,0,9997
28306,0,0.000000,0.002342,0.002342,0,31996,274
8063,0,0.000000,0.000000,0.000000,0,0,0
1287,1,0.004684,0.025761,0.030445,122997,59459,0
16819,0,0.000000,0.000000,0.000000,0,0,0
7207,1,0.000000,0.000000,0.000000,0,0,0
12775,0,0.000000,0.000000,0.000000,0,0,0
23303,0,0.016393,0.046838,0.063232,449130,730174,260535
27581,0,0.000000,0.000000,0.000000,0,0,0
9973,0,0.009368,0.000000,0.009368,1538827,0,3040763
15093,1,0.009368,0.016393,0.025761,10261342,2734005,14329839
24035,0,0.000000,0.000000,0.000000,0,0,0
12338,0,0.000000,0.000000,0.000000,0,0,0
14007,0,0.002342,0.002342,0.004684,505469,101611,603805
18036,1,0.000000,0.000000,0.000000,0,0,0
24968,0,0.000000,0.000000,0.000000,0,0,0
11818,1,0.014052,0.025761,0.039813,11732284,5109667,7508690
17340,1,0.000000,0.000000,0.000000,0,0,0
23634,0,0.002342,0.000000,0.002342,99,0,99
14039,0,0.000000,0.000000,0.000000,0,0,0
4820,1,0.011710,0.002342,0.014052,2813182,1975288,4679768
21032,0,0.000000,0.000000,0.000000,0,0,0
15451,0,0.002342,0.000000,0.002342,5074,0,0
17719,0,0.000000,0.000000,0.000000,0,0,0
19231,1,0.007026,0.011710,0.018735,560348,501067,70702
9155,0,0.000000,0.000000,0.000000,0,0,0
24540,0,0.000000,0.000000,0.000000,0,0,1000330
12667,0,0.004684,0.030445,0.035129,44495,414145,3246
1387,1,0.000000,0.000000,0.000000,0,0,0
1602,1,0.000000,0.002342,0.002342,0,8950,155
8738,1,0.000000,0.000000,0.000000,0,0,0
23109,1,0.000000,0.000000,0.000000,0,0,0
26404,1,0.000000,0.000000,0.000000,0,0,0
4169,0,0.000000,0.000000,0.000000,0,0,0
7547,1,0.002342,0.011710,0.014052,11112,10470,0
8837,1,0.007026,0.028103,0.035129,7020198,4658000,2923372
401,1,0.000000,0.000000,0.000000,0,0,0
24639,0,0.000000,0.000000,0.000000,0,0,0
16626,1,0.002342,0.007026,0.009368,79207,184370,21
15358,0,0.002342,0.000000,0.002342,19719,0,0
1473,1,0.000000,0.002342,0.002342,0,98531,1510
2194,1,0.014052,0.056206,0.070258,1164242,1301608,18891
7150,0,0.000000,0.000000,0.000000,0,0,0
8042,0,0.011710,0.000000,0.011710,1004063,0,1028114
20334,0,0.000000,0.000000,0.000000,0,0,0
21787,1,0.000000,0.002342,0.002342,0,1388,0
9051,1,0.004684,0.023419,0.028103,100014,405985,3741
3798,1,0.025761,0.042155,0.067916,346913,739442,35827
2134,0,0.000000,0.000000,0.000000,0,0,0
15233,1,0.023419,0.030445,0.053864,4262932,2277767,2978932
16653,1,0.000000,0.000000,0.000000,0,0,0
15284,0,0.014052,0.004684,0.018735,2466114,995320,0
